,Title,Air Date,Code,#,Descriptions,Cast,Season
210,Funnybot,"May 4, 2011",1502,211,"At the schools first annual Comedy Awards, Jimmy announces that the Germans are the least funny people in the world. Germany is highly insulted. They vow that retaliation toward the kids at South Park Elementary will be swift and brutal.","['Timmy Burch', 'Butters Stotch', 'Barack Obama', 'Stan Marsh', 'Angela Merkel', 'Kyle Broflovski', 'Eric Cartman', 'Ryan Valmer', 'Jimmy Valmer', 'Sarah Valmer', 'Jay Leno', 'Mr. Mackey', 'Kenny McCormick', 'Sandy Cervix', 'Token Black', 'Christian Wulff', 'Eugene Levy', 'Adam Sandler', 'Tyler Perry']",15
211,Royal Pudding,"May 11, 2011",1503,212,"It is a joyous time for all Canadians as the royal wedding commences. But just as the prince and princess are about to be joined for all eternity, the princess is abducted! All Canadians are called upon to help save the princess. Ike answers the call to arms.","['Tooth Decay', 'Mr. Mackey', 'Herbert Garrison', 'Prince and Princess of Canada', 'Tom Thompson', 'Ugly Bob', 'Scott the Dick', 'Kenny McCormick', 'Dental Floss', 'Inuit', 'Harrison Yates', 'Ike Broflovski', 'Kyle Broflovski', 'Eric Cartman', 'Canadian Prime Minister', 'Stan Marsh']",15
212,T.M.I.,"May 18, 2011",1504,213,Cartman is furious when the school posts the kids' penis sizes on the bulletin board. He throws an absolute fit and once again finds himself in the principal's office. This time he gets sent to anger management therapy.,"['Butters Stotch', 'Linda Stotch', 'Principal Victoria', 'Chase', 'Craig Tucker', 'Wendy Testaburger', 'Nelly', 'Stan Marsh', 'Millie Larsen', 'Gretchen', 'Mrs. Stevens', 'Tuong Lu Kim', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Clyde Donovan', 'Mr. Mackey', 'Rebecca Turnod', 'Kenny McCormick', 'Wayne D', 'Liane Cartman', 'Meagan Ridley', 'Michael']",15
213,Crack Baby Athletic Association,"May 25, 2011",1505,214,"Kyle gets in on the ground floor of Cartman’s latest business venture, The Crack Baby Athletic Association.","['Clyde Donovan', 'Butters Stotch', 'Roger Donovan', 'Sarah McLachlan', 'Betsy Donovan', 'Kenny McCormick', 'Betsy MacIntosh', 'Dean Howland', 'Craig Tucker', 'Kyle Broflovski', 'Eric Cartman', 'Slash', 'Mr. Peters', 'Stan Marsh']",15
214,City Sushi,"June 1, 2011",1506,215,"Butters is taken to a psychiatrist who claims that he has Multiple Personality Disorder, in which he needs medication for. Meanwhile, a new restaurant opens next to South Park's City Wok.","['Stephen Stotch', 'Mr. Mackey', 'Junichi Takiyama', 'Butters Stotch', 'Linda Stotch', 'Kenny McCormick', 'Tuong Lu Kim', 'Eric Cartman', 'William Janus']",15
215,You're Getting Old,"June 8, 2011",1507,216,"After Stan celebrates his 10th birthday, he begins to see everything differently. The other boys think he's become a major buzzkill and start to avoid hanging out with him. When Stan and Kyle have a major blow up, the very fabric of South Park begins to unravel.","['Sheila Broflovski', 'Butters Stotch', 'Sharon Marsh', 'Liane Cartman', 'Gerald Broflovski', 'Kenny McCormick', 'Two Farmers', 'Duck President', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Stan Marsh']",15
216,Ass Burgers,"October 5, 2011",1508,217,"Cartman tries to give himself Asperger's Syndrome in an unusual way. Meanwhile, Stan doesn't seem to be able to get his life back to normal no matter what he tries.","['Clyde Donovan', 'Mr. Mackey', 'Butters Stotch', 'Herbert Garrison', 'Sharon Marsh', 'Ms. Bronski', 'Kenny McCormick', 'Adam Sandler', 'Duck President', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Officer Barbrady', 'Wendy Testaburger', 'Stan Marsh']",15
217,The Last of the Meheecans,"October 12, 2011",1509,218,"Butters ends up living in Mexico. When several mexicans believe it is best to cross over to Mexico, Cartman joins the Border Patrol.","['Jason White', 'Clyde Donovan', 'Butters Stotch', 'Token Black', 'Tom Thompson', 'Liane Cartman', 'DogPoo Petuski', 'Kenny McCormick', 'Mr. and Mrs. Whipple', 'Craig Tucker', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Stan Marsh']",15
218,Bass to Mouth,"October 19, 2011",1510,219,The students of South Park Elementary are the victims of a new gossip website. An elusive hacker has somehow gained access into the student's confidential phone calls and e-mails and is posting all their juicy stories. The boys are shocked when they discover the identity of the hacker.,"['Timmy Burch', 'Butters Stotch', 'Selena Gomez', 'Sparrow Prince', 'Lemmiwinks', 'Frog King', 'Craig Tucker', 'Wikileaks', 'Stan Marsh', 'Herbert Garrison', 'Ms. Bronski', 'Mrs. Trumski', 'Kyle Broflovski', 'Eric Cartman', 'Clyde Donovan', 'Vernon Trumski', 'Jenny Simons', 'Catatafish', 'Kenny McCormick', 'Tammy Nelson', 'Token Black', 'Wendy Testaburger']",15
219,Broadway Bro Down,"October 26, 2011",1511,220,"Sharon is thrilled that Randy is making an effort to do more things that she enjoys. But, after he takes her to see a hit musical in Denver, Randy becomes Broadway’s biggest fan. Sharon is whisked away to New York and treated to every musical on the Great White Way.","['Stephen Stotch', 'Mr. Feegan', 'Shelly Marsh', 'Sharon Marsh', 'Mrs. Feegan', 'Kenny McCormick', 'Peter Nelson', 'Elton John', 'Randy Marsh', 'Eric Cartman', 'Larry Feegan', 'Stan Marsh']",15
220,1%,"November 2, 2011",1512,221,The kids at South Park Elementary are being punished for Cartman's failings in the physical education department. What will Cartman do when they all gang up on him?,"['Stephen Tamill', 'Rumpertumskin', 'Butters Stotch', 'Principal Victoria', 'Craig Tucker', 'Linda Black', 'Michael Moore', 'Stan Marsh', 'Harrison Yates', 'Kyle Broflovski', 'Eric Cartman', 'Steve Black', 'Jimmy Valmer', 'Clyde Donovan', 'Kenny McCormick', 'Peter Panda', 'Token Black', 'Muscleman Marc', 'Clyde Frog', 'Liane Cartman', 'Redneck with Brown Shirt', 'Polly Prissypants', 'Wendy Testaburger']",15
221,A History Channel Thanksgiving,"November 9, 2011",1513,222,"After watching a Thanksgiving special on The History Channel, the boys believe that aliens were involved in the original feast. But, questions remain... was the first Thanksgiving haunted? Is alien technology responsible for stuffing? The truth could change Thanksgiving for everyone.","['Stephen Stotch', 'Butters Stotch', 'Herbert Garrison', 'Liane Cartman', 'David Sawitzky', 'Kenny McCormick', 'Natalie Portman', 'Miles Standish', 'Kyle Broflovski', 'Eric Cartman', 'Stan Marsh']",15
222,The Poor Kid,"November 16, 2011",1514,223,"When Kenny's parents are arrested, the McCormick kids are put in an agnostic foster home. Cartman finds out he is the second poorest kid and attempts to get himself put in a foster home on Hawaii; this plan backfires. Cartman ends up living with Kenny where he or Kenny are no longer the ""poor kids"".","['Mr. Adams', 'Carol McCormick', 'Stuart McCormick', 'Melissa Weatherhead', 'Jessica Pinkerton', 'White Trash In Trouble Narrator', 'Butters Stotch', 'Karen McCormick', 'Jacob Hallery', 'Liane Cartman', 'Kenny McCormick', 'Craig Tucker', 'David Weatherhead', 'Kevin McCormick', 'Mysterion', 'Kyle Broflovski', 'Eric Cartman', 'Stan Marsh']",15
223,Reverse Cowgirl,"March 14, 2012",1601,224,"When one of the boys leaves the toilet seat up after he uses the bathroom, an unspeakable tragedy occurs.","['Stephen Stotch', 'Clyde Donovan', 'Sheila Broflovski', 'Roger Donovan', 'Butters Stotch', 'Linda Stotch', 'Betsy Donovan', 'Ugly Bob', 'Gerald Broflovski', 'Kenny McCormick', 'Sir John Harington', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Stan Marsh']",16
224,Cash For Gold,"March 21, 2012",1602,225,Cartman launches his own gem shopping channel.,"['Dean', 'Butters Stotch', 'Marvin Marsh', 'Sharon Marsh', 'Cash For Gold Sign Holders', 'Kenny McCormick', 'Peter Mullen', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Stan Marsh']",16
225,Faith Hilling,"March 28, 2012",1603,226,The kids are in danger when new trends start to evolve and shift at a rapid pace.,"['Butters Stotch', 'Barkley', 'Newt Gingrich', 'Mitt Romney', 'Ambassador of Humans', 'Rick Santorum', 'Kenny McCormick', 'Professor Lamont', 'Talking Cat', 'Craig Tucker', 'Kyle Broflovski', 'Eric Cartman', 'Mr. Kitty', 'Ron Paul', 'Stan Marsh']",16
226,Jewpacabra,"April 4, 2012",1604,227,The town's big Easter Egg Hunt is in jeopardy when Cartman produces video evidence of a mysterious creature lurking in the woods.,"['Clyde Donovan', 'Sheila Broflovski', 'Butters Stotch', 'Token Black', 'Kenny McCormick', 'Craig Tucker', 'Pharaoh of Egypt', 'Kyle Broflovski', 'Eric Cartman', 'Mr. Billings']",16
227,Butterballs,"April 11, 2012",1605,228,Butters is the victim of an unlikely bully.,"['Timmy Burch', 'Butters Stotch', 'Linda Stotch', 'Red McArthur', 'Bucky Bailey', 'Craig Tucker', 'Stan Marsh', 'Stephen Stotch', 'Jesus Christ', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Clyde Donovan', 'Mr. Mackey', 'Grandma Stotch', 'Kenny McCormick', 'Jason White', 'Lisa Berger', 'Pete Thelman', 'Nick Jabs', 'Jerry Sanders', 'Dr. Mehmet Oz']",16
228,I Should Have Never Gone Ziplining,"April 18, 2012",1606,229,The boys' ziplining adventure becomes a terrifying test of survival.,"['Mr. Hankey', 'Kenny McCormick', 'Kyle Broflovski', 'Eric Cartman', 'Michael (Zipline Guide)', 'Stan Marsh']",16
229,Cartman Finds Love,"April 25, 2012",1607,230,The time has finally come for Cartman to let a special someone know exactly how he feels.,"['Butters Stotch', 'Red McArthur', 'Nichole Daniels', 'Craig Tucker', 'Stan Marsh', 'Herbert Garrison', 'William Daniels', 'Mrs. Daniels', 'Bebe Stevens', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Stacy Muleburg', 'Clyde Donovan', 'Jenny Simons', 'Kenny McCormick', 'Token Black', 'Liane Cartman', 'Brad Paisley', 'Lola', 'Wendy Testaburger']",16
230,Sarcastaball,"September 26, 2012",1608,231,South Park Elementary takes steps to address football's concussion crisis.,"['Butters Stotch', 'Linda Stotch', 'Red McArthur', 'Principal Victoria', 'Craig Tucker', 'Stan Marsh', 'Stephen Stotch', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jim Rome', 'Clyde Donovan', 'Mr. Mackey', 'Kenny McCormick', 'Roger Goodell', 'Cee Lo Green', 'Sharon Marsh', 'Tom Brady', 'Wendy Testaburger']",16
231,Raising the Bar,"October 3, 2012",1609,232,Cartman finally admits he's fat and immediately gets a mobility scooter.,"['Token Black', 'Alana Thompson', 'Michelle Obama', 'Gerald Broflovski', 'James Cameron', 'June Shannon', 'Randy Newman', 'Craig Tucker', 'Kenny McCormick', 'Legless Boy', 'Kyle Broflovski', 'Eric Cartman', 'Stan Marsh']",16
232,Insecurity,"October 10, 2012",1610,233,Cartman signs up for a home security system.,"['Stephen Stotch', 'Stuart McCormick', 'Sheila Broflovski', 'Steve Black', 'Mr. Mackey', 'Old Farmer', 'Sharon Marsh', 'Liane Cartman', 'Gerald Broflovski', 'Kenny McCormick', 'Shoe Saver Salesman', 'Randy Marsh', 'Ike Broflovski', 'Kyle Broflovski', 'Eric Cartman', 'Harrison Yates', 'Jimbo Kern', 'Stan Marsh']",16
233,Going Native,"October 17, 2012",1611,234,It is time for Butters to begin a journey where he will follow in the path of his Hawaiian ancestors.,"['Stephen Stotch', 'Butters Stotch', 'Linda Stotch', 'Elvis Presley', 'United States Coast Guard', 'Kenny McCormick', 'Principal Victoria', 'Kyle Broflovski', 'Eric Cartman', 'Stan Marsh']",16
234,A Nightmare on Face Time,"October 24, 2012",1612,235,Randy's big plans for Halloween night keep Stan from trick or treating with his friends.,"['Filmore Anderson', 'Mr. Mackey', 'Butters Stotch', 'Shelly Marsh', 'Herbert Garrison', 'Quaid', 'Sharon Marsh', 'Kenny McCormick', 'Randy Marsh', 'Harrison Yates', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Stan Marsh']",16
235,A Scause For Applause,"October 31, 2012",1613,236,A serious doping scandal shakes everyone's faith in a beloved icon. Everyone who once supported the fallen hero is now cutting off their symbolic yellow wristbands.,"['Clyde Donovan', 'Mr. Mackey', 'Butters Stotch', 'Herbert Garrison', 'Jesus Christ', 'Tom Thompson', 'Charlie Rose', 'Retarded Fish', 'Kenny McCormick', 'Craig Tucker', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Chris Martin', 'Jimmy Valmer', 'P.F. Pityef', 'Stan Marsh']",16
236,Obama Wins!,"November 7, 2012",1614,237,Eric Cartman is hiding something in his bedroom that could change the entire outcome of the Presidential election.,"['Mr. Stevenson', 'Butters Stotch', 'Mickey Mouse', 'Liane Cartman', 'Kenny McCormick', 'Barack Obama', 'Duck President', 'Kyle Broflovski', 'Eric Cartman', 'Morgan Freeman', 'Jimmy Valmer', 'Stan Marsh']",16
237,"Let Go, Let Gov","September 25, 2013",1701,238,Cartman infiltrates the NSA and doesn't like what he finds in his personal file.,"['Clyde Donovan', 'Butters Stotch', 'Chief Joe', 'Liane Cartman', 'Kenny McCormick', 'Craig Tucker', 'Kyle Broflovski', 'Eric Cartman', 'Alec Baldwin', 'Officer Barbrady', 'Stan Marsh']",17
238,Informative Murder Porn,"October 2, 2013",1702,239,The boys use the game of Minecraft as a distraction to keep their parents from hurting each other.,"['Butters Stotch', 'Red McArthur', 'Tweek Tweak', 'Craig Tucker', 'Stan Marsh', 'Stephen Stotch', 'Herbert Garrison', 'Mrs. Tweak', 'Corey Lanskin', 'Harrison Yates', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Stuart McCormick', 'Clyde Donovan', 'Mr. Mackey', 'Kenny McCormick', 'Cable Company Worker', 'Aaron Hagen', 'Sharon Marsh', 'Gerald Broflovski', 'Peter Mullen', 'Wendy Testaburger']",17
239,World War Zimmerman,"October 9, 2013",1703,240,Cartman sees Token as a threat to all humanity.,"['Mr. Mackey', 'Butters Stotch', 'Token Black', 'Herbert Garrison', 'George Zimmerman', 'Mrs. Zimmerman', 'Kenny McCormick', 'Principal Victoria', 'Kyle Broflovski', 'Eric Cartman', 'Jimbo Kern', 'Jimmy Valmer', 'Stan Marsh']",17
240,Goth Kids 3: Dawn of the Posers,"October 23, 2013",1704,241,The Goth Kids are being sent away to a camp for troubled children.,"['Mike Makowski', 'Village Inn Waitress', 'Mr. Biggle', 'Edgar Allan Poe', 'Howard Flannigan', 'Henrietta Biggle', 'Pete', 'Kenny McCormick', 'Unnamed Black Vampire', 'Harriet Biggle', 'Sarah Flannigan', 'Eric Cartman', 'Firkle', 'Michael']",17
241,Taming Strange,"October 30, 2013",1705,242,"When Ike hits puberty, he and Kyle start to grow apart. To save their relationship, Kyle takes Ike to see a live performance of Yo Gabba Gabba!.","['Cody', 'Sheila Broflovski', 'Terry', 'Mr. Mackey', 'Butters Stotch', 'Herbert Garrison', 'Canadian Therapist', 'Richard Adler', 'Kenny McCormick', 'Principal Victoria', 'Ike Broflovski', 'Kyle Broflovski', 'Eric Cartman', 'Pat Conners', 'Coach Miles', 'Tom Brady', 'Stan Marsh']",17
242,Ginger Cow,"November 6, 2013",1706,243,Cartman's latest prank brings peace to the world.,"['Sheila Broflovski', 'Mr. Mackey', 'Butters Stotch', 'God', 'Kenny McCormick', 'Principal Victoria', 'Craig Tucker', 'Kyle Broflovski', 'Eric Cartman', 'Anderson Cooper', 'Stan Marsh']",17
243,Black Friday,"November 13, 2013",1707,244,The boys prepare to battle the crowds already lining up for the first official day of holiday shopping.,"['Kevin Stoley', 'Butters Stotch', 'Pete', 'Craig Tucker', 'Michael', 'Princess Kenny', 'Stan Marsh', 'Thompson', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Clyde Donovan', 'Kenny McCormick', 'Token Black', 'Henrietta Biggle', 'Sharon Marsh', 'Old Cap', 'Tweek Tweak']",17
244,A Song of Ass and Fire,"November 20, 2013",1708,245,Black Friday is almost here and the battle for the new gaming devices is heating up. Princess Kenny's betrayal has left Cartman out for revenge.,"['Tammy Thompson', 'Butters Stotch', 'Craig Tucker', 'Princess Kenny', 'Stan Marsh', 'Carol McCormick', 'George R. R. Martin', 'Niles Lawson', 'Thompson', 'Scott Malkinson', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Steve Ballmer', 'Stuart McCormick', 'Bill Gates', 'Kenny McCormick', 'Tom Thompson', 'Sony President']",17
245,Titties and Dragons,"December 4, 2013",1709,246,The doors to the mall will finally open for the biggest Black Friday sale in history. The boys are divided over which gaming device to buy and a bloody battle will determine whether Xbox or Sony will be the winner.,"['Tammy Thompson', 'Butters Stotch', 'Pete', 'Craig Tucker', 'Princess Kenny', 'Stan Marsh', 'George R. R. Martin', 'Niles Lawson', 'Thompson', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Clyde Donovan', 'Bill Gates', 'Kenny McCormick', 'Tom Thompson', 'Sony President', 'Sharon Marsh', 'Liane Cartman', 'Rick Tellmore']",17
246,The Hobbit,"December 11, 2013",1710,247,"When Wendy tries to fix one of her girlfriends up with Butters, she ends up in the counselor's office.","['Tammy Thompson', 'Butters Stotch', 'Red McArthur', 'Tweek Tweak', 'Nichole Daniels', 'Craig Tucker', 'Kanye West', 'Stan Marsh', 'Herbert Garrison', 'Bebe Stevens', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Clyde Donovan', 'Mr. Mackey', 'Kenny McCormick', 'Tom Thompson', 'Lisa Berger', 'Token Black', 'Heidi Turner', 'Lola', 'Pope Francis', 'Wendy Testaburger']",17
247,Go Fund Yourself,"September 24, 2014",1801,248,"The boys name their new start-up company, The Washington Redskins.","['Dan Snyder', 'Butters Stotch', 'Kenny McCormick', 'Roger Goodell', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Robin Meade', 'Stan Marsh']",18
248,Gluten Free Ebola,"October 1, 2014",1802,249,South Park goes gluten free.,"['Tom Vilsack', 'Shelly Marsh', 'Jeff White', 'Principal Victoria', 'Craig Tucker', 'Stan Marsh', 'Stephen Stotch', 'Hazmat Workers', 'Aunt Jemima', 'Scott Malkinson', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Clyde Donovan', 'Mr. Mackey', 'Kenny McCormick', 'Token Black', 'Sharon Marsh', 'Wendy Testaburger', 'John Garner']",18
249,The Cissy,"October 8, 2014",1803,250,"Randy is harboring a giant secret and the pressure is getting to him. Meanwhile, Cartman calls Stan a cissy.","['Butters Stotch', 'Shelly Marsh', 'Red McArthur', 'Principal Victoria', 'Craig Tucker', 'Peter Nelson', 'Stan Marsh', 'Geological Survey Supervisor', 'Unnamed Interior Designer', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Clyde Donovan', 'Jenny Simons', 'Mr. Mackey', 'Kenny McCormick', 'Jason White', 'Sia', 'Record Producer', 'Sharon Marsh', 'Gerald Broflovski', 'Brandon Carlile', 'Wendy Testaburger']",18
250,Handicar,"October 15, 2014",1804,251,Timmy's successful new car service makes him a lot of enemies.,"['Timmy Burch', 'Linda Stotch', 'Elon Musk', 'Mimsy', 'Stephen Stotch', 'Carol McCormick', 'Steve', 'Matthew McConaughey', 'Mr. Stevenson', 'Randy Marsh', 'Eric Cartman', 'Stuart McCormick', 'Russian Taxi Driver', 'Nathan', 'Kenny McCormick', 'Jimbo Kern', 'Sharon Marsh', 'Gerald Broflovski', 'Sheila Broflovski']",18
251,The Magic Bush,"October 29, 2014",1805,252,Graphic video from an unknown drone is uploaded on the internet.,"['Butters Stotch', 'Laura Tucker', 'Craig Tucker', 'Stan Marsh', 'Stephen Stotch', 'Thomas Tucker', 'Hobby Enthusiast Clerk', 'Minstrel', 'Harrison Yates', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Steve Black', 'Jimmy Valmer', 'Stuart McCormick', 'Roger Donovan', 'Kenny McCormick', 'Jimbo Kern', 'Sharon Marsh']",18
252,Freemium Isn't Free,"November 5, 2014",1806,253,Stan is addicted to the new Terrance and Phillip mobile game.,"['Satan', 'Butters Stotch', 'Marvin Marsh', 'Sharon Marsh', 'Canadian Minister of Mobile Gaming', 'Kenny McCormick', 'Possessed Stan Marsh', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Canadian Minister of Sports', 'Jimmy Valmer', 'Stan Marsh']",18
253,Grounded Vindaloop,"November 12, 2014",1807,254,Butters is convinced he's living in a virtual reality.,"['Stephen Stotch', 'Clyde Donovan', 'Butters Stotch', 'Linda Stotch', 'Liane Cartman', 'Kenny McCormick', 'Dr. Carroll', 'Kyle Broflovski', 'Eric Cartman', 'Stan Marsh']",18
254,Cock Magic,"November 19, 2014",1808,255,There are illegal goings-on in the basement of City Wok.,"['Butters Stotch', 'Shelly Marsh', 'Craig Tucker', 'Stan Marsh', 'Cock Magic Ring Announcer', 'Herbert Garrison', 'Tuong Lu Kim', 'Harrison Yates', 'Cock Magic Promoter', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'McNuggets', 'Stuart McCormick', 'Kenny McCormick', 'Kindergartner Girl with Brown Pigtails', 'Sharon Marsh', 'Birthday Party Parents', 'Slaughterhouse', 'Wendy Testaburger']",18
255,#REHASH,"December 3, 2014",1809,256,"Kyle just wants to play video games with his little brother. But, when Ike doesn't want to play with him anymore, Kyle is afraid that the next generation is passing him by.","['Wendy Williams', 'Iggy Azalea', 'Butters Stotch', 'Shelly Marsh', 'Principal Victoria', 'Nicki Minaj', 'Stan Marsh', 'Herbert Garrison', 'Ike Broflovski', 'Kyle Broflovski', 'Michael Jackson Hologram', 'Eric Cartman', 'Randy Marsh', 'PewDiePie', 'Kenny McCormick', 'Tupac Shakur Hologram', 'Kindergartners', 'Conner Davis', 'Miley Cyrus', 'Record Producer', 'Sharon Marsh', 'Gerald Broflovski']",18
256,#HappyHolograms,"December 10, 2014",1810,257,CartmanBrah is trending as the country prepares to watch the biggest Holiday Spectacular ever.,"['Iggy Azalea', 'Butters Stotch', 'Elvis Presley Hologram', 'Stan Marsh', 'Stephen Stotch', 'Harrison Yates', 'Ike Broflovski', 'Randy Marsh', 'Michael Jackson Hologram', 'Kyle Broflovski', 'Eric Cartman', 'PewDiePie', 'Tupac Shakur Hologram', 'Kenny McCormick', 'Taylor Swift', 'Kurt Cobain Hologram', 'Conner Davis', 'Record Producer', 'Sharon Marsh', 'Robin Williams Hologram', 'Sheila Broflovski', 'Bill Cosby']",18
257,Stunning and Brave,"September 16, 2015",1901,258,There is a new principal at the helm of South Park Elementary. He forces the boys to confront the damage they’ve done through their history of racism and unconscious bias. It is the most stunning and brave South Park ever.,"['Stephen Stotch', 'Stuart McCormick', 'Mr. Mackey', 'Butters Stotch', 'Jared Fogle', 'Sharon Marsh', 'PC Principal', 'Topher', 'Kenny McCormick', 'Gerald Broflovski', 'Tuong Lu Kim', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Ryan Valmer', 'Stan Marsh']",19
258,Where My Country Gone?,"September 23, 2015",1902,259,Garrison wants to build a wall to keep out all of the undocumented immigrants.,"['Butters Stotch', 'Canadian Border Wall Guard', 'PC Principal', 'Craig Tucker', 'Barack Obama', 'Stan Marsh', 'Herbert Garrison', 'Richard Adler', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Clyde Donovan', 'Mr. Mackey', 'Kenny McCormick', 'Canadian President', 'Caitlyn Jenner', 'Charlotte', 'Jimbo Kern', 'Token Black']",19
259,The City Part of Town,"September 30, 2015",1903,260,"The town of South Park is gentrifying, Kenny gets a job at City Wok.","['Richard Tweak', 'Carol McCormick', 'Stuart McCormick', 'Stephen Stotch', 'Butters Stotch', 'Karen McCormick', 'Father Maxi', 'PC Principal', 'Mayor McDaniels', 'Kenny McCormick', 'Tuong Lu Kim', 'Randy Marsh', 'Harrison Yates', 'Kyle Broflovski', 'Eric Cartman', 'Whole Foods Representative', 'Officer Barbrady', 'Stan Marsh']",19
260,You're Not Yelping,"October 14, 2015",1904,261,A new Mexican restaurant opens in South Park and Eric Cartman will give his expert advice to the owner.,"['Butters Stotch', 'David Rodriguez', 'Dr. Doctor', 'Mr. Rodriguez', 'Stan Marsh', 'Maggie Yates', 'Mayor McDaniels', 'Tuong Lu Kim', 'Harrison Yates', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Kenny McCormick', 'Mrs. Rodriguez', 'Mr. Davis', 'Token Black', 'Liane Cartman', 'Gerald Broflovski', 'Sheila Broflovski', 'Wendy Testaburger']",19
261,Safe Space,"October 21, 2015",1905,262,Randy has to deal with uncomfortable confrontations every time he shops at the new Whole Foods. He feels exposed at every turn and it’s ruining his Whole Foods experience. Randy and Cartman are both seeking a safe space.,"['Stephen Stotch', 'Steven Seagal', 'Mr. Mackey', 'Butters Stotch', 'PC Principal', 'Kenny McCormick', 'Whole Foods Cashier', 'Vin Diesel', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Wendy Testaburger', 'Stan Marsh']",19
262,Tweek x Craig,"October 28, 2015",1906,263,"The news of a romantic relationship between Tweek and Craig hits South Park Elementary. Meanwhile, Cartman, who struggles to understand his friends’ relationship, finds he has an admirer of his own.","['Butters Stotch', 'PC Principal', 'Laura Tucker', 'Tweek Tweak', 'Craig Tucker', 'Stan Marsh', 'Stephen Stotch', 'Thomas Tucker', 'Cupid Me', 'Mrs. Tweak', 'Leslie', 'Kyle Broflovski', 'Randy Marsh', 'Eric Cartman', 'Jimmy Valmer', 'Kenny McCormick', 'Sharon Marsh', 'Liane Cartman', 'Gerald Broflovski', 'Skeeter', 'Richard Tweak', 'Wendy Testaburger']",19
263,Naughty Ninjas,"November 11, 2015",1907,264,"When Kenny leads the boys in playing Ninja Warriors, a foreign terrorist organization takes notice.","['Butters Stotch', 'Marvin Marsh', 'PC Principal', 'David Rodriguez', 'Stan Marsh', 'Stephen Stotch', 'Carol McCormick', 'Mayor McDaniels', 'Harrison Yates', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Ryan Valmer', 'Jimmy Valmer', 'Stuart McCormick', 'Clyde Donovan', 'Kenny McCormick', 'Officer Barbrady', 'Token Black', 'Sharon Marsh', 'Gerald Broflovski', 'Mitch Murphy', 'Skeeter']",19
264,Sponsored Content,"November 18, 2015",1908,265,Jimmy is sent to the principal’s office for using an inappropriate word in the school paper. His integrity as a newsman runs head on into PC Principals ideology. Will Jimmy be the undoing of PC Principal?,"['Butters Stotch', 'PC Principal', 'Principal Victoria', 'Stan Marsh', 'Stephen Stotch', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Mr. Mackey', 'Nathan', 'Leslie Meyers', 'Topher', 'Kenny McCormick', 'Caitlyn Jenner', 'Hillary Clinton', 'Officer Barbrady', 'Brian Boyant', 'Sharon Marsh', 'Gerald Broflovski']",19
265,Truth and Advertising,"December 2, 2015",1909,266,"Being the crack reporter that he is, Jimmy sets out to learn everything he can about what makes Leslie tick. Meanwhile, Principal Victoria and Mr. Garrison return to a South Park that has become unrecognizable.","['Stephen Stotch', 'Mr. Mackey', 'Butters Stotch', 'Herbert Garrison', 'Nathan', 'Shelly Marsh', 'Sharon Marsh', 'Leslie Meyers', 'Kenny McCormick', 'Principal Victoria', 'Caitlyn Jenner', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Officer Barbrady', 'Stan Marsh']",19
